user_idx,degree,degree_group
3810,55,medium
3811,56,medium
3812,14,low
3813,92,medium
3814,221,high
3815,24,medium
3816,34,medium
3817,87,medium
3818,37,medium
3819,193,high
3820,93,medium
3821,460,high
3822,281,high
3823,192,high
3824,18,low
3825,118,medium
3826,32,medium
3827,283,high
3828,106,medium
3829,63,medium
3830,83,medium
3831,179,high
3832,484,high
3833,84,medium
3834,251,high
3835,128,medium
3836,9,low
3837,43,medium
3838,48,medium
3839,537,high
3840,417,high
3841,19,low
3842,100,medium
3843,55,medium
3844,52,medium
3845,70,medium
3846,58,medium
3847,19,low
3848,258,high
3849,31,medium
3850,51,medium
3851,259,high
3852,64,medium
3853,69,medium
3854,29,medium
3855,31,medium
3856,136,medium
3857,140,medium
3858,101,medium
3859,26,medium
3860,22,medium
3861,14,low
3862,189,high
3863,15,low
3864,47,medium
3865,29,medium
3866,116,medium
3867,16,low
3868,17,low
3869,49,medium
3870,41,medium
3871,43,medium
3872,71,medium
3873,22,medium
3874,22,medium
3875,17,low
3876,366,high
3877,17,low
3878,27,medium
3879,42,medium
3880,132,medium
3881,6,low
3882,186,high
3883,354,high
3884,54,medium
3885,152,high
3886,92,medium
3887,113,medium
3888,55,medium
3889,76,medium
3890,238,high
3891,11,low
3892,109,medium
3893,26,medium
3894,53,medium
3895,14,low
3896,59,medium
3897,26,medium
3898,236,high
3899,41,medium
3900,157,high
3901,63,medium
3902,70,medium
3903,52,medium
3904,34,medium
3905,28,medium
3906,91,medium
3907,45,medium
3908,153,high
3909,15,low
3910,90,medium
3911,85,medium
3912,61,medium
3913,13,low
3914,370,high
3915,57,medium
3916,10,low
3917,52,medium
3918,46,medium
3919,52,medium
3920,50,medium
3921,68,medium
3922,51,medium
3923,72,medium
3924,45,medium
3925,105,medium
3926,9,low
3927,214,high
3928,172,high
3929,119,medium
3930,21,low
3931,13,low
3932,103,medium
3933,75,medium
3934,27,medium
3935,60,medium
3936,75,medium
3937,12,low
3938,295,high
3939,16,low
3940,135,medium
3941,50,medium
3942,25,medium
3943,237,high
3944,163,high
3945,80,medium
3946,41,medium
3947,48,medium
3948,26,medium
3949,113,medium
3950,41,medium
3951,138,medium
3952,18,low
3953,75,medium
3954,21,low
3955,238,high
3956,97,medium
3957,4,low
3958,22,medium
3959,118,medium
3960,44,medium
3961,345,high
3962,47,medium
3963,192,high
3964,31,medium
3965,101,medium
3966,50,medium
3967,9,low
3968,129,medium
3969,217,high
3970,12,low
3971,58,medium
3972,82,medium
3973,56,medium
3974,175,high
3975,22,medium
3976,118,medium
3977,72,medium
3978,8,low
3979,120,medium
3980,48,medium
3981,59,medium
3982,40,medium
3983,192,high
3984,33,medium
3985,14,low
3986,119,medium
3987,160,high
3988,56,medium
3989,19,low
3990,340,high
3991,137,medium
3992,145,high
3993,90,medium
3994,87,medium
3995,168,high
3996,103,medium
3997,285,high
3998,40,medium
3999,205,high
4000,35,medium
4001,27,medium
4002,28,medium
4003,153,high
4004,113,medium
4005,149,high
4006,8,low
4007,106,medium
4008,11,low
4009,25,medium
4010,25,medium
4011,63,medium
4012,153,high
4013,47,medium
4014,208,high
4015,21,low
4016,89,medium
4017,15,low
4018,41,medium
4019,508,high
4020,142,medium
4021,33,medium
4022,97,medium
4023,16,low
4024,127,medium
4025,40,medium
4026,324,high
4027,49,medium
4028,65,medium
4029,37,medium
4030,121,medium
4031,403,high
4032,93,medium
4033,40,medium
4034,52,medium
4035,35,medium
4036,16,low
4037,37,medium
4038,65,medium
4039,354,high
4040,229,high
4041,83,medium
4042,43,medium
4043,23,medium
4044,20,low
4045,37,medium
4046,465,high
4047,179,high
4048,134,medium
4049,24,medium
4050,26,medium
4051,277,high
4052,370,high
4053,125,medium
4054,5,low
4055,19,low
4056,267,high
4057,17,low
4058,181,high
4059,16,low
4060,171,high
4061,36,medium
4062,307,high
4063,15,low
4064,24,medium
4065,23,medium
4066,14,low
4067,20,low
4068,75,medium
4069,83,medium
4070,164,high
4071,16,low
4072,18,low
4073,38,medium
4074,32,medium
4075,147,high
4076,116,medium
4077,274,high
4078,64,medium
4079,37,medium
4080,86,medium
4081,291,high
4082,144,high
4083,545,high
4084,278,high
4085,20,low
4086,159,high
4087,483,high
4088,137,medium
4089,57,medium
4090,54,medium
4091,133,medium
4092,221,high
4093,40,medium
4094,108,medium
4095,17,low
4096,79,medium
4097,85,medium
4098,23,medium
4099,54,medium
4100,28,medium
4101,78,medium
4102,77,medium
4103,5,low
4104,9,low
4105,247,high
4106,26,medium
4107,12,low
4108,15,low
4109,29,medium
4110,258,high
4111,16,low
4112,125,medium
4113,356,high
4114,260,high
4115,155,high
4116,163,high
4117,26,medium
4118,17,low
4119,76,medium
4120,172,high
4121,37,medium
4122,138,medium
4123,15,low
4124,173,high
4125,61,medium
4126,33,medium
4127,19,low
4128,98,medium
4129,82,medium
4130,90,medium
4131,58,medium
4132,60,medium
4133,54,medium
4134,33,medium
4135,63,medium
4136,47,medium
4137,221,high
4138,229,high
4139,172,high
4140,5,low
4141,20,low
4142,58,medium
4143,17,low
4144,19,low
4145,52,medium
4146,60,medium
4147,39,medium
4148,161,high
4149,20,low
4150,87,medium
4151,110,medium
4152,19,low
4153,34,medium
4154,273,high
4155,20,low
4156,9,low
4157,14,low
4158,56,medium
4159,96,medium
4160,110,medium
4161,11,low
4162,19,low
4163,32,medium
4164,14,low
4165,264,high
4166,88,medium
4167,1208,high
4168,52,medium
4169,92,medium
4170,62,medium
4171,37,medium
4172,28,medium
4173,61,medium
4174,18,low
4175,139,medium
4176,12,low
4177,139,medium
4178,38,medium
4179,47,medium
4180,36,medium
4181,116,medium
4182,7,low
4183,22,medium
4184,187,high
4185,59,medium
4186,18,low
4187,29,medium
4188,53,medium
4189,15,low
4190,3,low
4191,153,high
4192,131,medium
4193,85,medium
4194,11,low
4195,17,low
4196,32,medium
4197,29,medium
4198,33,medium
4199,18,low
4200,10,low
4201,92,medium
4202,221,high
4203,19,low
4204,35,medium
4205,198,high
4206,34,medium
4207,14,low
4208,75,medium
4209,8,low
4210,84,medium
4211,340,high
4212,25,medium
4213,221,high
4214,19,low
4215,324,high
4216,62,medium
4217,67,medium
4218,124,medium
4219,69,medium
4220,89,medium
4221,73,medium
4222,228,high
4223,72,medium
4224,21,low
4225,419,high
4226,14,low
4227,29,medium
4228,12,low
4229,23,medium
4230,34,medium
4231,83,medium
4232,119,medium
4233,77,medium
4234,36,medium
4235,86,medium
4236,404,high
4237,53,medium
4238,47,medium
4239,74,medium
4240,88,medium
4241,124,medium
4242,7,low
4243,53,medium
4244,22,medium
4245,27,medium
4246,53,medium
4247,45,medium
4248,229,high
4249,53,medium
4250,43,medium
4251,155,high
4252,19,low
4253,30,medium
4254,16,low
4255,57,medium
4256,237,high
4257,9,low
4258,103,medium
4259,101,medium
4260,19,low
4261,21,low
4262,15,low
4263,139,medium
4264,20,low
4265,17,low
4266,148,high
4267,133,medium
4268,7,low
4269,199,high
4270,50,medium
4271,29,medium
4272,38,medium
4273,21,low
4274,58,medium
4275,1433,high
4276,22,medium
4277,216,high
4278,47,medium
4279,106,medium
4280,16,low
4281,37,medium
4282,25,medium
4283,321,high
4284,130,medium
4285,197,high
4286,21,low
4287,104,medium
4288,41,medium
4289,100,medium
4290,39,medium
4291,35,medium
4292,66,medium
4293,2,low
4294,31,medium
4295,39,medium
4296,232,high
4297,75,medium
4298,16,low
4299,30,medium
4300,172,high
4301,235,high
4302,19,low
4303,409,high
4304,47,medium
4305,19,low
4306,42,medium
4307,75,medium
4308,192,high
4309,20,low
4310,363,high
4311,66,medium
4312,17,low
4313,102,medium
4314,21,low
4315,28,medium
4316,353,high
4317,31,medium
4318,65,medium
4319,40,medium
4320,181,high
4321,71,medium
4322,28,medium
4323,6,low
4324,70,medium
4325,127,medium
4326,190,high
4327,102,medium
4328,23,medium
4329,22,medium
4330,8,low
4331,119,medium
4332,97,medium
4333,203,high
4334,83,medium
4335,184,high
4336,13,low
4337,37,medium
4338,16,low
4339,20,low
4340,179,high
4341,74,medium
4342,676,high
4343,306,high
4344,40,medium
4345,66,medium
4346,16,low
4348,41,medium
4349,119,medium
4350,222,high
4351,83,medium
4352,393,high
4353,25,medium
4354,147,high
4355,33,medium
4356,19,low
4357,43,medium
4358,24,medium
4359,103,medium
4360,87,medium
4361,156,high
4362,80,medium
4363,3,low
4364,16,low
4365,60,medium
4366,80,medium
4367,29,medium
4368,36,medium
4369,80,medium
4370,19,low
4371,221,high
4372,101,medium
4373,268,high
4374,38,medium
4375,114,medium
4376,44,medium
4377,143,high
4378,84,medium
4379,227,high
4380,27,medium
4381,10,low
4382,215,high
4383,9,low
4384,477,high
4385,303,high
4386,314,high
4387,49,medium
4388,78,medium
4389,22,medium
4390,12,low
4391,13,low
4392,17,low
4393,12,low
4394,15,low
4395,29,medium
4396,14,low
4397,13,low
4398,20,low
4399,121,medium
4400,15,low
4401,65,medium
4402,139,medium
4403,38,medium
4404,238,high
4405,108,medium
4406,326,high
4407,61,medium
4408,18,low
4409,411,high
4410,50,medium
4411,15,low
4412,74,medium
4413,75,medium
4414,123,medium
4415,58,medium
4416,227,high
4417,8,low
4418,37,medium
4419,11,low
4420,226,high
4421,34,medium
4422,28,medium
4423,310,high
4424,38,medium
4425,11,low
4426,39,medium
4427,27,medium
4428,67,medium
4429,22,medium
4430,49,medium
4431,98,medium
4432,28,medium
4433,29,medium
4434,132,medium
4435,77,medium
4436,77,medium
4437,16,low
4438,58,medium
4439,9,low
4440,21,low
4441,29,medium
4442,45,medium
4443,36,medium
4444,174,high
4445,340,high
4446,812,high
4447,163,high
4448,18,low
4449,84,medium
4450,119,medium
4451,15,low
4452,35,medium
4453,29,medium
4454,118,medium
4455,173,high
4456,193,high
4457,115,medium
4458,65,medium
4459,138,medium
4460,14,low
4461,13,low
4462,7,low
4463,46,medium
4464,82,medium
4465,88,medium
4466,62,medium
4467,20,low
4468,229,high
4469,98,medium
4470,271,high
4471,197,high
4472,26,medium
4473,27,medium
4474,115,medium
4475,77,medium
4476,184,high
4477,42,medium
4478,188,high
4479,26,medium
4480,569,high
4481,55,medium
4482,217,high
4483,70,medium
4484,35,medium
4485,75,medium
4486,298,high
4487,190,high
4488,127,medium
4489,14,low
4490,15,low
4491,59,medium
4492,24,medium
4493,127,medium
4494,345,high
4495,56,medium
4496,72,medium
4497,8,low
4498,51,medium
4499,235,high
4500,26,medium
4501,17,low
4502,263,high
4503,404,high
4504,198,high
4505,515,high
4506,151,high
4507,281,high
4508,124,medium
4509,112,medium
4510,22,medium
4511,79,medium
4512,17,low
4513,47,medium
4514,157,high
4515,75,medium
4516,21,low
4517,183,high
4518,150,high
4519,92,medium
4520,231,high
4521,140,medium
4522,11,low
4523,103,medium
4524,10,low
4525,29,medium
4526,30,medium
4527,32,medium
4528,124,medium
4529,102,medium
4530,34,medium
4531,43,medium
4532,293,high
4533,25,medium
4534,15,low
4535,15,low
4536,16,low
4537,42,medium
4538,37,medium
4539,16,low
4540,486,high
4541,32,medium
4542,19,low
4543,38,medium
4544,4,low
4545,4,low
4546,9,low
4547,14,low
4548,60,medium
4549,63,medium
4550,24,medium
4551,9,low
4552,47,medium
4553,126,medium
4554,55,medium
4555,16,low
4556,33,medium
4557,155,high
4558,69,medium
4559,171,high
4560,31,medium
4561,16,low
4562,24,medium
4563,92,medium
4564,64,medium
4565,151,high
4566,55,medium
4567,15,low
4568,74,medium
4569,101,medium
4570,97,medium
4571,28,medium
4572,29,medium
4573,16,low
4574,67,medium
4575,371,high
4576,401,high
4577,96,medium
4578,47,medium
4579,41,medium
4580,15,low
4581,54,medium
4582,223,high
4583,41,medium
4584,12,low
4585,31,medium
4586,97,medium
4587,36,medium
4588,209,high
4589,122,medium
4590,133,medium
4591,26,medium
4592,73,medium
4593,99,medium
4594,9,low
4595,64,medium
4596,34,medium
4597,149,high
4598,66,medium
4599,40,medium
4600,21,low
4601,27,medium
4602,79,medium
4603,47,medium
4604,357,high
4605,47,medium
4606,76,medium
4607,64,medium
4608,168,high
4609,18,low
4610,64,medium
4611,15,low
4612,73,medium
4613,22,medium
4614,23,medium
4615,40,medium
4616,67,medium
4617,92,medium
4618,94,medium
4619,10,low
4620,25,medium
4621,42,medium
4622,38,medium
4623,215,high
4624,68,medium
4625,9,low
4626,14,low
4627,18,low
4628,70,medium
4629,37,medium
4630,55,medium
4631,97,medium
4632,205,high
4634,220,high
4635,11,low
4636,39,medium
4637,37,medium
4638,31,medium
4639,19,low
4640,57,medium
4641,76,medium
4642,98,medium
4643,14,low
4644,452,high
4645,21,low
4646,30,medium
4647,52,medium
4648,20,low
4649,38,medium
4650,172,high
4651,58,medium
4652,204,high
4653,150,high
4654,22,medium
4655,124,medium
4656,152,high
4657,28,medium
4658,162,high
4659,48,medium
4660,158,high
4661,31,medium
4662,17,low
4663,182,high
4664,28,medium
4665,25,medium
4666,25,medium
4667,47,medium
4668,118,medium
4669,12,low
4670,361,high
4671,69,medium
4672,210,high
4673,18,low
4674,17,low
4675,47,medium
4676,26,medium
4677,193,high
4678,101,medium
4679,475,high
4680,21,low
4681,39,medium
4682,65,medium
4683,76,medium
4684,91,medium
4685,83,medium
4686,45,medium
4687,46,medium
4688,35,medium
4689,13,low
4690,34,medium
4691,54,medium
4692,10,low
4693,18,low
4694,123,medium
4695,17,low
4696,53,medium
4697,74,medium
4698,54,medium
4699,33,medium
4700,14,low
4701,40,medium
4702,169,high
4703,52,medium
4704,20,low
4705,279,high
4706,31,medium
4707,24,medium
4708,79,medium
4709,10,low
4710,30,medium
4711,38,medium
4712,320,high
4713,53,medium
4714,63,medium
4715,115,medium
4716,26,medium
4717,38,medium
4718,53,medium
4719,21,low
4720,25,medium
4721,26,medium
4722,200,high
4723,163,high
4724,36,medium
4725,327,high
4726,161,high
4727,18,low
4728,41,medium
4729,418,high
4730,69,medium
4731,134,medium
4732,79,medium
4733,158,high
4734,87,medium
4735,102,medium
4736,68,medium
4737,36,medium
4738,17,low
4739,114,medium
4740,21,low
4741,45,medium
4742,65,medium
4743,44,medium
4744,119,medium
4745,274,high
4746,10,low
4747,179,high
4748,20,low
4749,18,low
4750,34,medium
4751,140,medium
4752,23,medium
4753,14,low
4754,74,medium
4755,16,low
4756,31,medium
4757,38,medium
4758,20,low
4759,58,medium
4760,36,medium
4761,29,medium
4762,210,high
4763,21,low
4764,28,medium
4765,56,medium
4766,35,medium
4767,20,low
4768,336,high
4769,81,medium
4770,79,medium
4771,164,high
4772,6,low
4773,19,low
4774,25,medium
4775,26,medium
4776,187,high
4777,90,medium
4778,31,medium
4779,68,medium
4780,35,medium
4781,293,high
4782,226,high
4783,249,high
4784,9,low
4785,127,medium
4786,136,medium
4787,182,high
4788,92,medium
4789,14,low
4790,70,medium
4791,81,medium
4792,87,medium
4793,202,high
4794,42,medium
4795,56,medium
4796,31,medium
4797,113,medium
4798,183,high
4799,495,high
4800,20,low
4801,5,low
4802,20,low
4803,121,medium
4804,59,medium
4805,260,high
4806,132,medium
4807,77,medium
4808,29,medium
4809,59,medium
4810,82,medium
4811,81,medium
4812,191,high
4813,300,high
4814,78,medium
4815,31,medium
4816,348,high
4817,17,low
4818,115,medium
4819,10,low
4820,210,high
4821,162,high
4822,29,medium
4823,107,medium
4824,34,medium
4825,46,medium
4826,219,high
4827,59,medium
4828,174,high
4829,88,medium
4830,59,medium
4831,173,high
4832,47,medium
4833,36,medium
4834,138,medium
4835,24,medium
4836,10,low
4837,47,medium
4838,56,medium
4839,52,medium
4840,83,medium
4841,19,low
4842,107,medium
4843,14,low
4844,54,medium
4845,37,medium
4846,122,medium
4847,25,medium
4848,10,low
4849,152,high
4850,31,medium
4851,122,medium
4852,74,medium
4853,47,medium
4854,27,medium
4855,87,medium
4856,35,medium
4857,32,medium
4858,130,medium
4859,39,medium
4860,18,low
4861,25,medium
4862,123,medium
4863,54,medium
4864,436,high
4865,106,medium
4866,139,medium
4867,85,medium
4868,13,low
4869,22,medium
4870,21,low
4871,24,medium
4872,63,medium
4873,29,medium
4874,56,medium
4875,23,medium
4876,246,high
4877,12,low
4878,17,low
4879,151,high
4880,15,low
4881,256,high
4882,26,medium
4883,75,medium
4884,191,high
4885,250,high
4886,233,high
4887,92,medium
4888,17,low
4889,48,medium
4890,65,medium
4891,26,medium
4892,47,medium
4893,20,low
4894,181,high
4895,209,high
4896,141,medium
4897,14,low
4898,133,medium
4899,80,medium
4900,40,medium
4901,374,high
4902,45,medium
4903,173,high
4904,96,medium
4905,81,medium
4906,83,medium
4907,25,medium
4908,40,medium
4909,14,low
4910,26,medium
4911,36,medium
4912,61,medium
4913,29,medium
4914,133,medium
4915,136,medium
4916,27,medium
4917,32,medium
4918,176,high
4919,125,medium
4920,16,low
4921,28,medium
4922,38,medium
4923,10,low
4924,101,medium
4925,150,high
4926,35,medium
4927,70,medium
4928,59,medium
4929,228,high
4930,173,high
4931,77,medium
4932,11,low
4933,26,medium
4934,169,high
4935,18,low
4936,103,medium
4937,202,high
4938,17,low
4939,151,high
4940,14,low
4941,16,low
4942,86,medium
4943,159,high
4944,80,medium
4945,215,high
4946,28,medium
4947,284,high
4948,190,high
4949,64,medium
4950,149,high
4951,49,medium
4952,20,low
4953,164,high
4954,228,high
4955,230,high
4956,156,high
4957,61,medium
4958,57,medium
4959,149,high
4960,66,medium
4961,223,high
4962,50,medium
4963,28,medium
4964,66,medium
4965,21,low
4966,12,low
4967,16,low
4968,20,low
4969,167,high
4970,83,medium
4971,9,low
4972,124,medium
4973,29,medium
4974,76,medium
4975,39,medium
4976,359,high
4977,119,medium
4978,243,high
4979,30,medium
4980,95,medium
4981,90,medium
4982,93,medium
4983,22,medium
4984,28,medium
4985,17,low
4986,52,medium
4987,47,medium
4988,10,low
4989,12,low
4990,33,medium
4991,107,medium
4992,148,high
4993,19,low
4994,28,medium
4995,62,medium
4996,47,medium
4997,354,high
4998,170,high
4999,125,medium
5000,29,medium
5001,24,medium
5002,194,high
5003,40,medium
5004,19,low
5005,166,high
5006,50,medium
5007,37,medium
5008,451,high
5009,8,low
5010,49,medium
5011,57,medium
5012,467,high
5013,32,medium
5014,30,medium
5015,212,high
5016,86,medium
5017,65,medium
5018,93,medium
5019,26,medium
5020,59,medium
5021,49,medium
5022,100,medium
5023,314,high
5024,9,low
5025,9,low
5026,92,medium
5027,18,low
5028,50,medium
5029,69,medium
5030,40,medium
5031,98,medium
5032,153,high
5033,15,low
5034,90,medium
5035,123,medium
5036,48,medium
5037,74,medium
5038,87,medium
5039,205,high
5040,21,low
5041,105,medium
5042,12,low
5043,542,high
5044,171,high
5045,71,medium
5046,161,high
5047,63,medium
5048,14,low
5049,15,low
5050,151,high
5051,288,high
5052,23,medium
5053,177,high
5054,34,medium
5055,38,medium
5056,77,medium
5057,50,medium
5058,129,medium
5059,18,low
5060,71,medium
5061,69,medium
5062,161,high
5063,23,medium
5064,26,medium
5065,51,medium
5066,23,medium
5067,282,high
5068,73,medium
5069,45,medium
5070,20,low
5071,393,high
5072,44,medium
5073,48,medium
5074,234,high
5075,40,medium
5076,27,medium
5077,50,medium
5078,69,medium
5079,136,medium
5080,147,high
5081,79,medium
5082,193,high
5083,119,medium
5084,165,high
5085,25,medium
5086,20,low
5087,315,high
5088,183,high
5089,58,medium
5090,29,medium
5091,52,medium
5092,38,medium
5093,149,high
5094,92,medium
5095,63,medium
5096,133,medium
5097,664,high
5098,8,low
5099,134,medium
5100,253,high
5101,41,medium
5102,46,medium
5103,49,medium
5104,257,high
5105,167,high
5106,91,medium
5107,21,low
5108,460,high
5109,108,medium
5110,113,medium
5111,92,medium
5112,34,medium
5113,16,low
5114,7,low
5115,45,medium
5116,14,low
5117,126,medium
5118,87,medium
5119,19,low
5120,47,medium
5121,127,medium
5122,26,medium
5123,106,medium
5124,21,low
5125,66,medium
5126,71,medium
5127,22,medium
5128,200,high
5129,44,medium
5130,28,medium
5131,53,medium
5132,49,medium
5133,137,medium
5134,90,medium
5135,65,medium
5136,60,medium
5137,167,high
5138,29,medium
5139,182,high
5140,84,medium
5141,20,low
5142,7,low
5143,15,low
5144,19,low
5145,68,medium
5146,20,low
5147,18,low
5148,46,medium
5149,9,low
5150,183,high
5151,26,medium
5152,3,low
5153,255,high
5154,72,medium
5155,139,medium
5156,4,low
5157,19,low
5158,139,medium
5159,17,low
5160,336,high
5161,60,medium
5162,89,medium
5163,89,medium
5164,104,medium
5165,16,low
5166,77,medium
5167,63,medium
5168,19,low
5169,247,high
5170,75,medium
5171,16,low
5172,20,low
5173,24,medium
5174,57,medium
5175,162,high
5176,20,low
5177,94,medium
5178,34,medium
5179,206,high
5180,54,medium
5181,204,high
5182,90,medium
5183,45,medium
5184,69,medium
5185,59,medium
5186,22,medium
5187,31,medium
5188,22,medium
5189,13,low
5190,130,medium
5191,36,medium
5192,58,medium
5193,33,medium
5194,64,medium
5195,85,medium
5196,19,low
5197,43,medium
5198,52,medium
5199,15,low
5200,23,medium
5201,35,medium
5202,190,high
5203,22,medium
5204,15,low
5205,91,medium
5206,85,medium
5207,48,medium
5208,65,medium
5209,33,medium
5210,16,low
5211,8,low
5212,15,low
5213,8,low
5214,54,medium
5215,32,medium
5216,86,medium
5217,303,high
5218,20,low
5219,121,medium
5220,104,medium
5221,11,low
5222,119,medium
5223,48,medium
5224,52,medium
5225,17,low
5226,52,medium
5227,80,medium
5228,17,low
5229,64,medium
5230,85,medium
5231,141,medium
5232,25,medium
5233,76,medium
5234,23,medium
5235,8,low
5236,208,high
5237,22,medium
5238,51,medium
5239,47,medium
5240,12,low
5241,20,low
5242,19,low
5243,78,medium
5244,9,low
5245,52,medium
5246,162,high
5247,156,high
5248,96,medium
5249,56,medium
5250,99,medium
5251,44,medium
5252,139,medium
5253,351,high
5254,71,medium
5255,11,low
5256,24,medium
5257,115,medium
5258,49,medium
5259,15,low
5260,77,medium
5261,106,medium
5262,205,high
5263,20,low
5264,48,medium
5265,190,high
5266,158,high
5267,63,medium
5268,258,high
5269,38,medium
5270,228,high
5271,10,low
5272,68,medium
5273,43,medium
5274,146,high
5275,105,medium
5276,33,medium
5277,13,low
5278,187,high
5279,140,medium
5280,163,high
5281,50,medium
5282,29,medium
5283,128,medium
5284,135,medium
5285,26,medium
5286,340,high
5287,26,medium
5288,52,medium
5289,17,low
5290,52,medium
5291,114,medium
5292,11,low
5293,53,medium
5294,22,medium
5295,25,medium
5296,20,low
5297,229,high
5298,63,medium
5299,127,medium
5300,29,medium
5301,13,low
5302,184,high
5303,341,high
5304,32,medium
5305,20,low
5306,12,low
5307,69,medium
5308,21,low
5309,515,high
5310,65,medium
5311,9,low
5312,23,medium
5313,26,medium
5314,411,high
5315,53,medium
5316,272,high
5317,6,low
5318,93,medium
5319,73,medium
5320,163,high
5321,123,medium
5322,24,medium
5323,17,low
5324,110,medium
5325,34,medium
5326,451,high
5327,29,medium
5328,40,medium
5329,54,medium
5330,439,high
5331,7,low
5332,110,medium
5333,39,medium
5334,138,medium
5335,65,medium
5336,66,medium
5337,124,medium
5338,66,medium
5339,76,medium
5340,32,medium
5341,140,medium
5342,208,high
5343,37,medium
5344,108,medium
5345,23,medium
5346,173,high
5347,59,medium
5348,16,low
5349,125,medium
5350,75,medium
5351,30,medium
5352,102,medium
5353,22,medium
5354,31,medium
5355,17,low
5356,303,high
5357,19,low
5358,120,medium
5359,33,medium
5360,56,medium
5361,224,high
5362,201,high
5363,68,medium
5364,315,high
5365,43,medium
5366,149,high
5367,4,low
5368,248,high
5369,26,medium
5370,20,low
5371,29,medium
5372,26,medium
5373,161,high
5374,24,medium
5375,109,medium
5376,26,medium
5377,6,low
5378,15,low
5379,44,medium
5380,17,low
5381,39,medium
5382,35,medium
5383,114,medium
5384,426,high
5385,17,low
5386,58,medium
5387,150,high
5388,12,low
5389,17,low
5390,77,medium
5391,381,high
5392,74,medium
5393,58,medium
5394,184,high
5395,18,low
5396,46,medium
5397,10,low
5398,107,medium
5399,57,medium
5400,81,medium
5401,147,high
5402,65,medium
5403,49,medium
5404,20,low
5405,76,medium
5406,5,low
5407,22,medium
5408,7,low
5409,193,high
5410,184,high
5411,50,medium
5412,29,medium
5413,36,medium
5414,10,low
5415,161,high
5416,59,medium
5417,52,medium
5418,52,medium
5419,111,medium
5420,70,medium
5421,85,medium
5422,28,medium
5423,148,high
5424,74,medium
5425,287,high
5426,87,medium
5427,92,medium
5428,59,medium
5429,141,medium
5430,251,high
5431,172,high
5432,40,medium
5433,17,low
5434,98,medium
5435,49,medium
5436,12,low
5437,25,medium
5438,129,medium
5439,49,medium
5440,301,high
5441,12,low
5442,97,medium
5443,110,medium
5444,111,medium
5445,159,high
5446,82,medium
5447,176,high
5448,73,medium
5449,129,medium
5450,142,medium
5451,50,medium
5452,71,medium
5453,23,medium
5454,95,medium
5455,235,high
5456,117,medium
5457,73,medium
5458,33,medium
5459,24,medium
5460,192,high
5461,98,medium
5462,7,low
5463,171,high
5464,18,low
5465,227,high
5466,96,medium
5467,74,medium
5468,14,low
5469,96,medium
5470,89,medium
5471,24,medium
5472,281,high
5473,24,medium
5474,12,low
5475,20,low
5476,60,medium
5477,65,medium
5478,23,medium
5479,303,high
5480,149,high
5481,72,medium
5482,63,medium
5483,32,medium
5484,37,medium
5485,137,medium
5486,54,medium
5487,45,medium
5488,121,medium
5489,136,medium
5490,272,high
5491,60,medium
5492,20,low
5493,53,medium
5494,111,medium
5495,40,medium
5496,59,medium
5497,43,medium
5498,236,high
5499,71,medium
5500,28,medium
5501,454,high
5502,67,medium
5503,31,medium
5504,18,low
5505,41,medium
5506,52,medium
5507,43,medium
5508,567,high
5509,192,high
5510,55,medium
5511,27,medium
5512,26,medium
5513,107,medium
5514,238,high
5515,82,medium
5516,161,high
5517,126,medium
5518,37,medium
5519,365,high
5520,236,high
5521,108,medium
5522,14,low
5523,190,high
5524,13,low
5525,64,medium
5526,13,low
5527,218,high
5528,97,medium
5529,42,medium
5530,14,low
5531,48,medium
5532,110,medium
5533,174,high
5534,52,medium
5535,122,medium
5536,312,high
5537,48,medium
5538,18,low
5539,63,medium
5540,178,high
5541,27,medium
5542,136,medium
5543,12,low
5544,93,medium
5545,90,medium
5546,19,low
5547,390,high
5548,24,medium
5549,18,low
5550,141,medium
5551,59,medium
5552,227,high
5553,104,medium
5554,155,high
5555,56,medium
5556,32,medium
5557,65,medium
5558,78,medium
5559,38,medium
5560,15,low
5561,17,low
5562,136,medium
5563,81,medium
5564,179,high
5565,245,high
5566,121,medium
5567,213,high
5568,52,medium
5569,48,medium
5570,110,medium
5571,109,medium
5572,82,medium
5573,208,high
5574,9,low
5575,59,medium
5576,15,low
5577,266,high
5578,28,medium
5579,122,medium
5580,77,medium
5581,42,medium
5582,153,high
5583,19,low
5584,39,medium
5585,22,medium
5586,31,medium
5587,20,low
5588,35,medium
5589,89,medium
5590,142,medium
5591,104,medium
5592,82,medium
5593,144,high
5594,100,medium
5595,105,medium
5596,112,medium
5597,185,high
5598,49,medium
5599,58,medium
5600,58,medium
5601,127,medium
5602,280,high
5603,13,low
5604,80,medium
5605,14,low
5606,34,medium
5607,32,medium
5608,25,medium
5609,12,low
5610,47,medium
5611,534,high
5612,142,medium
5613,84,medium
5614,42,medium
5615,66,medium
5616,50,medium
5617,112,medium
5618,195,high
5619,65,medium
5620,177,high
5621,67,medium
5622,112,medium
5623,152,high
5624,197,high
5625,12,low
5626,88,medium
5627,215,high
5628,65,medium
5629,36,medium
5630,24,medium
5631,200,high
5632,11,low
5633,330,high
5634,32,medium
5635,48,medium
5636,27,medium
5637,11,low
5638,52,medium
5639,25,medium
5640,454,high
5641,48,medium
5642,216,high
5643,61,medium
5644,90,medium
5645,71,medium
5646,105,medium
5647,100,medium
5648,25,medium
5649,44,medium
5650,164,high
5651,216,high
5652,77,medium
